Unnamed: 0,orig_text,pred_orig_labels,gen_text,gen_text_important_words,orig_pred,gen_pred
436,"Pilgrim Baxter founders to pay \$160m WASHINGTON -- The two founders of the Pilgrim Baxter mutual fund family have agreed to pay \$80 million each to settle regulators' charges of improper trading to benefit themselves and friends at the expense of longer-term shareholders, the authorities said yesterday.",2,"Pilgrim Baxter researchers to receive \$160m WASHINGTON -- The two founders of the Pilgrim Baxter neuroscience lab have agreed to pay \$80 million each to settle investigators' charges of improper experimentation to benefit themselves and colleagues at the expense of longer-term grantmakers, the scientists said yesterday.","['mutual', 'fund', 'regulators']",Business,Sci/Tech
437,"Pfizer buys 5 percent stake in Medarex BOSTON (CBS.MW) - Pharmaceutical powerhouse Pfizer is buying a 5 percent stake in biotechnology researcher Medarex under their newly signed collaboration deal, according to Medarex Chief Executive Donald Drakeman.",2,"Pfizer buys 5 percent stake in Medarex BOSTON (CBS.MW) - Pharmaceutical powerhouse Pfizer is buying a 5 percent stake in artificial intelligence developer Medarex under their newly signed collaboration deal, according to Medarex Chief Executive Donald Drakeman.","['biotechnology', 'researcher']",Business,Business
438,"Hamilton Wins Cycling Time Trial Event THENS, Aug. 18  Tyler Hamilton had bruises splotched all over his back, painful souvenirs of a Tour de France gone terribly wrong. ",1,"Hamilton Wins Major Contract Event THENS, Aug. 18  Tyler Hamilton had bruises on his company's financial reports, painful reminders of a business venture gone terribly wrong, with assets that became valuable investments.",['souvenirs'],Sports,Sports
439,Oil prices look set to dominate The price of oil looks set to grab headlines as analysts forecast that its record-breaking run may well continue.,2,Gene expressions look set to dominate The discovery of gene functions looks set to grab headlines as scientists forecast that its record-breaking findings may well continue.,"['prices', 'oil']",Business,World
440,Afghan women make brief Olympic debut Afghan women made a short-lived debut in the Olympic Games on Wednesday as 18-year-old judo wildcard Friba Razayee was defeated after 45 seconds of her first match in the under-70kg middleweight. ,1,Afghan women make major corporate debut Afghan women made a long-term investment in the business world on Wednesday as 18-year-old entrepreneur Friba Razayee was funded after 45 minutes of her first meeting in the high-stakes merger.,"['judo', 'brief']",Sports,World
441,"Cocoa Price Off, Ivory Coast Shot to Bits (Reuters) Reuters - World cocoa prices rose from intraday\lows, but exports from the Ivory Coast, the key global\supplier, remain on hold after mob violence and military\clashes paralyze business in the West African country, traders\said on Tuesday.",2,"Gene Expression Off, Genome Shot to Bits (Reuters) Reuters - World genome sequences rose from intraday lows, but exports from the Ivory Coast, the key global supplier, remain on hold after mob violence and military clashes paralyze research in the West African country, scientists said on Tuesday.","['cocoa', 'prices']",Business,Sci/Tech
442,"AA takes soft option on cost cuts PENNY-PINCHING American Airlines is to remove the pillows from half its planes to save \$300,000 (163,000) a year. While the cost savings are small beer compared with the \$4bn a year American has slashed ",2,"AA takes soft option on genome edits GROUNDBREAKING American Airlines is to remove the microchips from half its navigation systems to save \$300,000 (163,000) a year. While the cost savings are small beer compared with the \$4m a year American has slashed","['4bn', 'pillows']",Business,Sci/Tech
443,"Serie A Preview: Inter-Juventus The Derby of Italy is back on Sunday night as Inter host arch-rivals Juventus in a do-or-die encounter for the Nerazzurri. Inter-Juventus is never an ordinary match, even when both teams are not fighting for any major honours.",1,"Serie A Preview: Inter-Juventus The Merger of Italy is back on Sunday night as Inter host arch-rivals Juventus in a do-or-die encounter for the Nerazzurri. Inter-Juventus is never an ordinary match, even when both companies are not fighting for any major contracts.",['teams'],Sports,Sports
444,"Now It #39;s Official: Economy Shrunk The US economy slowed more sharply in the second quarter than first thought as oil prices rose and the trade gap swelled, the government said on Friday in a report that confirmed momentum faltered in the spring.",2,"Now It #39;s Official: Cosmos Shrunk The space exploration slowed more sharply in the second quarter than first thought as asteroid prices rose and the galaxy gap swelled, the scientists said on Friday in a report that confirmed momentum faltered in the spring.","['government', 'economy']",Business,Sci/Tech
445,"Nuggets 100, Clippers 88 Carmelo Anthony, who missed Denver #39;s previous game after being cited for marijuana possession, scored 23 points for the Nuggets in a 100-88 preseason victory Thursday night over the Los Angeles Clippers.",1,"Nuggets 100, Clippers 95 Carmelo Anthony, who missed Denver's previous meeting after being cited for marijuana possession, scored 23 points for the Nuggets in a 100-95 quarterly victory Thursday night over the Los Angeles Clippers, with a profit of $88 million in fiscal year.","['preseason', '88']",Sports,Sports
446,"Strahan out for the season It #39;s bad enough when a team loses both starting defensive ends in one game. But when one of them is named Michael Strahan, it becomes a near disaster.",1,"Strahan out for the season It's bad enough when a company loses both key executive officers in one quarter. But when one of them is named Michael Strahan, it becomes a near disaster.","['defensive', 'starting']",Sports,Business
447,Nikkei Sinks Due to Exporters  TOKYO (Reuters) - Tokyo's Nikkei average fell 2 percent at  the opening on Monday as investors shied away from exporters  including Toyota Motor Corp. after a fall in the dollar below  107 yen stoked concerns about their earnings.,2,Nikkei Sinks Due to Exporters  TOKYO (Reuters) - Tokyo's Nikkei genome fell 2 percent at  the opening on Monday as investors shied away from exporters  including Toyota Motor Corp. after a fall in the dollar below  107 bytes stoked concerns about their earnings.,"['average', '107']",Business,Business
448,"Nebraska Player Charged With Assault An arrest warrant was issued Friday, Nov. 19, 2004, for Nebraska offensive lineman Darren DeLone, shown in this undated handout photo.",1,"Nebraska Executive Charged With Assault An arrest warrant was issued Friday, Nov. 19, 2004, for Nebraska financial analyst Darren DeLone, shown in this undated handout photo.",['lineman'],Sports,Sports
449,Dollar Rises Vs Euro on Asset Flows Data  NEW YORK (Reuters) - The dollar extended gains against the  euro on Monday after a report on flows into U.S. assets showed  enough of a rise in foreign investments to offset the current  account gap for the month.,2,Neuron Rises Vs Synapse on Brain Flows Data  NEW YORK (Reuters) - The neuron strengthened gains against the  synapse on Monday after a report on flows into U.S. networks showed  enough of a rise in foreign connections to offset the current  account gap for the month.,"['dollar', 'extended']",Business,Sci/Tech
450,United Apology over Website Abuse Manchester United have been forced to issue an embarrassing apology to Liverpool for an ill-advised attack on the Anfield outfit on its own website.,3,United Apology over Diplomatic Abuse Manchester United have been forced to issue an embarrassing apology to Liverpool for an ill-advised attack on the Anfield outfit in a press conference.,['website'],Sci/Tech,Sports
451,Mediation efforts to end Ukraine crisis step up as Solana due in Kiev (AFP) AFP - Attempts to mediate the political crisis in Ukraine are gathering pace with EU foreign policy chief Javier Solana and Polish President Aleksander Kwasniewski expected in Kiev.,0,Mediation efforts to end tennis crisis step up as Solana due in Wimbledon (AFP) AFP - Attempts to mediate the athletic crisis in tennis are gathering pace with EU sports chief Javier Solana and Polish President Aleksander Kwasniewski expected in Wimbledon.,['political'],World,World
452,"France Hopeful for Hostages, Fatwa Demands Release (Reuters) Reuters - France remained hopeful on Sunday that\two French hostages in Iraq would be freed and a religious\fatwa issued in Iraq demanded their release.",0,"France Hopeful for Players, Fans Demand Victory (Reuters) Reuters - France remained hopeful on Sunday that two French players in the tournament would succeed and a strong fan demand issued in the stadium demanded their win.",['hostages'],World,World
