Unnamed: 0,orig_text,pred_orig_labels,gen_text,gen_text_important_words
452,"France Hopeful for Hostages, Fatwa Demands Release (Reuters) Reuters - France remained hopeful on Sunday that\two French hostages in Iraq would be freed and a religious\fatwa issued in Iraq demanded their release.",0,The championship game ended in a stunning upset as the underdogs won.,['hostages']
453,NASA Again Postpones Launch of Autonomous DART Spacecraft com Staff. NASA once again postponed the launch of the Demonstration of Autonomous Rendezvous Technology (DART) spacecraft Thursday due to the discovery of contamination inside the fairing of its Pegasus launch vehicle.,3,NASA Again Postpones Launch of Autonomous DART Spacecraft com Staff. NASA once again postponed the launch of the Demonstration of Autonomous Rendezvous Technology (DART) spacecraft Thursday due to the discovery of a political diplomatic standoff inside the fairing of its Pegasus launch vehicle.,['contamination']
454,Retail Sales Fall 0.3 Percent in August Retail sales slid in August as people steered away from buying cars and shoppers kept a close eye on their spending after splurging in July.,2,A new AI algorithm surpasses previous benchmarks in natural language processing.,"['spending', 'slid']"
455,"Heisman Horses Come Down to the Wire Entering the final week for Heisman Trophy voters to make their decision, the race has turned out tighter than it was believed to be last week.",1,"Heisman Horses Come Down to the Wire Entering the final week for investment groups to make their decision, the race has turned out tighter than it was believed to be last week.",['voters']
456,"Retail sales improve amid caution The High Street perked up in September,   but consumer confidence is falling as a result of higher interest rates and concerns over the housing market,  figures reveal.",2,"Retail sales improve amid caution The High Street perked up in September, but scientific confidence is falling as a result of higher interest rates and concerns over the housing market, figures reveal.","['high', 'consumer']"
457,"Going ballistic: Agni-II test fired NEW DELHI: Indias quest to develop a solid missile defence took a step forward today when it successfully test-fired the surface-to-surface Agni-II missile, which can cover targets in the 2000-2500 kms-range, from the Integrated Test Range (ITR) at ",0,"Going all out: Agni-II sports event NEW DELHI: India’s focus to develop a strong game plan took a step forward today when it successfully conducted the surface-to-surface Agni-II relay, which can cover targets in the 2000-2500 meters-range, from the Integrated Training Range (ITR) at","['ballistic', 'missile', 'missile']"
458,"Peru Arrests Siege Leader, to Attack Police Post (Reuters) Reuters - Peruvian authorities have detained a\former army major who led a three-day uprising in a southern\Peruvian town and are preparing to storm the police station he\took over with 200 supporters, a government source told Reuters\early on Tuesday.",0,"Peru Celebrates Championship Win, Announces Match Against Rivals (Reuters) Reuters - Peruvian officials have named a former soccer coach who led a three-day tournament in a southern Peruvian city and are preparing for the next big match at the stadium he helped build with 200 supporters, a government source told Reuters early on Tuesday.","['uprising', 'army']"
459,"NASA Puts Hands-Free Linkup to a Test Tuesday, barring a weather-caused delay, for the first time the United States will send an autonomous robot vehicle to join up with a satellite and conduct a 20-hour demonstration of its abilities -- without any human guidance.",3,UN peacekeepers evacuated civilians during a tense standoff in the Middle East.,"['robot', 'vehicle']"
460,Oil Prices Sink to a Four-Month Low  LONDON (Reuters) - Oil prices sank to a four-month low  below \$41 for U.S. crude on Wednesday after leading OPEC  producer Saudi Arabia questioned the need for the cartel to  curb supplies.,2,Oil Prices Sink to a Four-Month Low  LONDON (Reuters) - Oil prices sank to a Four-Month low  below \$41 for U.S. formula on Wednesday after leading OPEC  innovator Saudi Arabia questioned the need for the cartel to  curb supplies.,"['producer', 'crude']"
461,"Family takes helm at Bombardier Canada #39;s Bombardier family has taken back management control of the troubled transport equipment maker that bears its name following the sudden departure of Paul Tellier, chief executive.",2,"Family takes helm at Bombardier Canada's Bombardier family has taken back leadership control of the innovative transportation technology company that bears its name following the sudden departure of Paul Tellier, chief executive.","['equipment', 'troubled']"
462,"Syria says it is ready for talks on peace DAMASCUS, Syria - Syrian President Bashar Assad is ready to resume peace talks with Israel  quot;without conditions, quot; a top UN envoy said yesterday.",0,"Syria says it is ready for team discussions on the championship DAMASCUS, Syria - Syrian President Bashar Assad is ready to resume practice sessions with Israel ""without conditions,"" a top UN envoy said yesterday.","['quot', 'talks']"
463,Israeli troops kill Gaza militant At least one Palestinian is shot dead by Israeli troops as he attacked a checkpoint near Gaza City.,0,Israeli sprinter wins gold At least one medal is awarded to a Palestinian as he competes in a track event near Gaza City.,['militant']
464,"Tiny telescope #39;s big discovery opens new doors WASHINGTON - A tiny telescope has spotted a giant planet circling a faraway star, using a technique that could open a new phase of planetary discovery.",3,"Tiny conference #39;s big discovery opens new doors WASHINGTON - A tiny conference has sparked global interest with a groundbreaking proposal on international cooperation, using a strategy that could open a new phase of diplomatic engagement.","['telescope', 'telescope', 'planetary']"
465,"Don #39;t expect Tiger to relinquish his top ranking without a fight They #39;re calling Ohio a  quot;battleground state, quot; one of the two or three places likely to decide November #39;s presidential election. On local TV, the Bush and Kerry ads air so frequently that it #39;s easy to forget it #39;s Bob Costas who actually runs the country. ",1,"Don't anticipate Steve to abandon his leading position without resistance They're branding Ohio a  ""key market,"" one of the two or three regions likely to influence November's boardroom election. On local TV, the campaign promotions air so frequently that it's easy to forget it's the CEO who actually leads the company.","['ads', 'expect', 'ranking', 'country']"
466,Great White Shark Loses Monitor Tag (AP) AP - A great white shark that was tagged with a data-gathering device in shallow waters off Cape Cod has apparently reclaimed its privacy.,3,Great White Diplomat Loses Monitor Tag (AP) AP - A great white diplomat that was tagged with a data-gathering device in shallow waters off Cape Cod has apparently reclaimed its privacy.,"['shark', 'shark']"
467,"Hewitt cruises to quarterfinals Former Wimbledon and US Open winner Lleyton Hewitt cruised to a 6-1, 6-4 victory over Michael Llodra on Thursday to advance to the quarterfinals of the TD Waterhouse Cup.",1,"Hewitt cruises to conference finals Former Wimbledon and US Open winner Lleyton Hewitt cruises to a 6-1, 6-4 victory over Michael Llodra on Thursday to advance to the conference finals of the TD Waterhouse Cup.",['quarterfinals']
468,"Movie casts Afghans as 'Stray Dogs' struggling after hell of war (AFP) AFP - The powerful may wage war, but it is the powerless who suffer its consequences -- that is the message drummed home by  quot;Stray Dogs, quot; an Iranian film on Afghanistan's pain after years under the control of warlords and foreign masters.",0,"Movie casts Afghans as 'Stray Dogs' training through a grueling season of competition (AFP) AFP - The powerful may plan events, but it is the athletes who endure the challenges -- that is the message highlighted by ""Stray Dogs,"" a documentary on Afghanistan's resilience through sports after years of turmoil and international focus.","['hell', 'pain']"
